district,place_id,name,address,lat,lng,rating,num_ratings
Colombo,ChIJ7Yh0rA1Z4joRiI7bcqZHkjk,Cargills Food City - Norris Canal,"25 Norris Canal Rd, Colombo 01000, Sri Lanka",6.9223832,79.8659455,3.9,594
Colombo,ChIJK_sXAB5b4joR7bizUA1io1c,Cargills Food City - Pitakotte 2,"139 Pagoda Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",6.8839614,79.9001068,4.3,111
Colombo,ChIJBeNrfz9a4joRmQ45I7_4Itw,Cargills Food City - Pagoda,"41 Pagoda Rd, Nugegoda 67337, Sri Lanka",6.8784425,79.89397120000001,4.1,854
Colombo,ChIJg2oDHwBb4joRNPlGiHpH09o,Cargills Food City Express - Isipathana Mawatha,"Henry Play Ground, No. 149 A/1, 5 Colombo 5, Colombo 00500, Sri Lanka",6.896713399999999,79.8634584,3.8,4
Colombo,ChIJCw3VpRpZ4joRVP15C07045M,Cargills Food City Express - Maradana,"205 Maradana Rd, Colombo 01000, Sri Lanka",6.930625999999999,79.86243499999999,4.0,127
Colombo,ChIJJ_g6ePhb4joRWBIiybwRBYY,Cargills Food City - Saranankara Rd.,"Sri Saranankara Road, Dehiwala Road, Dehiwala-Mount Lavinia, Sri Lanka",6.8730999,79.8710428,4.1,342
Colombo,ChIJiT8s3Q1Z4joRnvIio39F2jc,Cargills Food City Express - Deans Road,"No: 153 Abeygoonaratne Mawatha, Colombo 01000, Sri Lanka",6.924589099999999,79.8649143,3.9,496
Colombo,ChIJD3vssfdZ4joRkzyak6O3UHg,Cargills Food City - Ethul Kotte,"No.906 Kotte Rd, Sri Jayawardenepura Kotte, Sri Lanka",6.9012664,79.90583029999999,4.1,1015
Colombo,ChIJmbRNlw5Z4joRWrbxH7KAteY,Cargills Food City - Maradana,"585 Maradana Rd, Colombo 01000, Sri Lanka",6.9257675,79.86711849999999,3.9,962
Colombo,ChIJTwWByDtZ4joRZ-yC88UEwe4,Cargills Express - Wijerama Mawatha,"33 Wijerama Mawatha, Colombo 00700, Sri Lanka",6.9121849,79.8707781,4.4,88
Colombo,ChIJQRb8PjZZ4joRlGppYJT5h4o,Cargills Food City - Aluthkade,"169 Srimath Bandaranayake Mawatha, Colombo 01200, Sri Lanka",6.940123499999999,79.86479039999999,4.0,112
Colombo,ChIJExrvEBRa4joRwBr7-w3zAtg,Cargills Food City - Pitakotte 1,"No.407 , Pitta Kotte Road, Sri Lanka",6.8827602,79.9015332,3.9,388
Colombo,ChIJoXOZJCNZ4joRl1F2ojgfhZI,Cargills Food City - Obesekarapura,"188 Obeysekarapura Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",6.9192543,79.8919035,4.2,271
Colombo,ChIJg4o-m0la4joR8i_l-DoabM4,Cargills Food City - Nugegoda 1,"240 A4, Nugegoda 00500, Sri Lanka",6.875580599999999,79.88087139999999,4.0,792
Colombo,ChIJ4fphRepb4joRqKn2mvh2fm4,Cargills Food City - Nugegoda 2,"79 Stanley Tilakaratne Mawatha, Nugegoda 10250, Sri Lanka",6.8725261,79.8903625,4.1,429
Colombo,ChIJ1662-ctb4joReb15yR-8zSI,Cargills Food City Express - Havelock Town,"323 Havelock Rd, Colombo 00500, Sri Lanka",6.882496499999999,79.8696021,4.1,179
Colombo,ChIJu-iwMLdZ4joReclU4AXh37k,Cargills Food City - Kolonnawa,"Urban Council Premises, Kolonnawa, Wellampitiya Kolonnawa Road, 17c Keppetipola Mawatha, Sri Jayawardenepura Kotte, Sri Lanka",6.9325777,79.8919617,4.1,861
